Locality,Zip Code,Type of Property,Subtype of Property,Price,Type of Sale,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Any Fireplace ?,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url
Nieuwpoort,8620,House,villa,1350000,for-sale,4,282,1,0,0,0,,0,,0,1263,,1978.0,C,276.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/20187050
Galmaarden,1570,House,bungalow,289000,for-sale,2,125,1,0,0,1,30.0,1,750.0,0,1000,4.0,1965.0,F,510.0,To be done up,https://www.immoweb.be/en/classified/bungalow/for-sale/galmaarden/1570/20256671
Affligem,1790,House,house,275000,for-sale,3,120,1,0,0,1,15.0,1,70.0,0,220,2.0,1953.0,C,300.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/affligem/1790/20205090
Izegem,8870,House,house,655000,for-sale,3,357,0,0,0,0,,0,,0,1676,4.0,1918.0,F,529.0,Good,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20242476
Bruxelles,1020,House,house,314000,for-sale,2,141,0,0,0,0,,0,,0,,2.0,,F,280.0,Good,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1020/20303256
Beerse,2340,House,villa,595000,for-sale,4,211,0,0,1,1,45.0,1,1505.0,0,1505,4.0,1976.0,F,551.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/beerse/2340/20271718
Gingelom,3890,House,country-cottage,768000,for-sale,6,581,0,0,1,0,,0,,0,5385,4.0,1871.0,D,359.0,To renovate,https://www.immoweb.be/en/classified/country-cottage/for-sale/gingelom/3890/20218527
Nieuwpoort,8620,House,villa,1350000,for-sale,4,282,1,0,0,0,,0,,0,1263,,1978.0,C,276.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/20092427
Tervuren,3080,House,house,749000,for-sale,4,200,0,0,0,1,20.0,1,200.0,0,558,4.0,1976.0,C,246.0,Good,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/20136618
Wervik,8940,House,house,344000,for-sale,3,174,0,0,0,1,35.0,1,205.0,0,350,2.0,1903.0,D,350.0,Good,https://www.immoweb.be/en/classified/house/for-sale/wervik/8940/20310132
Sint-agatha-berchem,1082,House,house,375000,for-sale,5,173,1,0,0,0,,0,,0,255,2.0,1935.0,G,396.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/sint-agatha-berchem/1082/20102002
Beersel,1650,House,house,599000,for-sale,4,222,1,0,0,1,38.0,0,,0,816,3.0,2003.0,B,188.0,Good,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/20148873
Hoegaarden,3320,House,house,325000,for-sale,3,150,1,0,0,1,30.0,1,280.0,0,480,3.0,1910.0,E,483.0,Good,https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/20238356
Moignelee,5060,House,country-cottage,224999,for-sale,2,108,1,0,0,0,,1,718.0,0,784,3.0,1875.0,G,,Good,https://www.immoweb.be/en/classified/country-cottage/for-sale/moignelee/5060/20287175
Mortsel,2640,House,house,375000,for-sale,4,200,1,0,0,0,,0,,0,152,,1910.0,E,413.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/mortsel/2640/20154055
De-haan,8420,House,house,1195000,for-sale,4,202,0,0,1,0,,0,,0,383,3.0,,C,217.0,Good,https://www.immoweb.be/en/classified/house/for-sale/de-haan/8420/20243568
Opwijk,1745,House,house,599000,for-sale,3,263,1,0,0,0,,0,,0,1159,3.0,1959.0,A,71.0,As new,https://www.immoweb.be/en/classified/house/for-sale/opwijk/1745/20268409
Halle,1500,House,house,1390000,for-sale,5,870,0,0,0,0,,0,,0,3226,4.0,1972.0,D,359.0,,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20229785
Heron,4218,House,house,342500,for-sale,3,158,1,0,0,1,85.0,1,688.0,0,910,4.0,1980.0,E,395.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/heron/4218/20271835
Oostkamp,8020,House,house,265000,for-sale,3,169,0,0,0,0,,0,,0,1255,,,F,786.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20285376
Geer,4250,House,house,375000,for-sale,3,170,1,0,0,1,30.0,1,600.0,0,950,4.0,1991.0,D,279.0,Good,https://www.immoweb.be/en/classified/house/for-sale/geer/4250/20026010
Antwerpen,2000,House,house,635000,for-sale,4,266,1,0,0,0,,1,9.0,0,,2.0,1940.0,E,,To renovate,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20178178
Uccle,1180,House,house,1590000,for-sale,4,250,1,0,0,1,15.0,1,260.0,0,516,3.0,1955.0,D,,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11178354
Mariembourg,5660,House,villa,,for-sale,4,193,0,0,0,0,,0,,0,2008,4.0,2009.0,B,155.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/mariembourg/5660/20213745
Knokke-heist,8300,House,house,1495000,for-sale,4,234,1,0,0,0,,0,,0,319,2.0,1958.0,B,110.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20142419
Vloesberg,7880,House,mansion,360000,for-sale,3,175,1,0,0,0,,0,,0,1360,4.0,,,,Just renovated,https://www.immoweb.be/en/classified/mansion/for-sale/vloesberg/7880/20287200
Nieuwpoort,8620,House,villa,1595000,for-sale,4,513,1,0,0,0,,0,,0,1260,,1987.0,C,204.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/11071125
Zwijnaarde,9052,House,house,369000,for-sale,3,140,1,0,0,0,,0,,0,742,,1967.0,F,549.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/zwijnaarde/9052/20218206
Rebecq,1430,House,villa,290000,for-sale,5,123,0,0,0,1,40.0,1,240.0,0,545,4.0,1980.0,F,433.0,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/rebecq/1430/20140691
Maarkedal,9680,House,villa,1350000,for-sale,3,750,1,0,1,0,,0,,0,2378,,,C,298.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/maarkedal/9680/20207504
Antwerpen,2060,House,apartment-block,775000,for-sale,8,267,0,0,0,1,6.0,1,6.0,0,86,2.0,1918.0,D,382.0,To be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2060/20085383
Jette,1090,House,villa,889000,for-sale,3,320,1,0,0,1,67.0,1,517.0,0,704,4.0,1998.0,E,268.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/jette/1090/20006745
Sint-truiden,3800,House,villa,1300000,for-sale,4,365,1,0,0,0,,0,,0,3108,4.0,2011.0,A,93.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/sint-truiden/3800/20206029
Maaseik,3680,House,villa,889000,for-sale,5,311,0,0,1,1,40.0,1,1120.0,0,1120,4.0,1998.0,B,200.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/maaseik/3680/11110177
Betekom,3130,House,exceptional-property,645000,for-sale,3,240,1,0,0,0,,0,,0,3235,3.0,1995.0,C,224.0,As new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/betekom/3130/20241181
Kontich,2550,House,villa,899000,for-sale,7,370,1,0,0,1,27.0,1,360.0,0,837,4.0,1993.0,B,185.0,,https://www.immoweb.be/en/classified/villa/for-sale/kontich/2550/20279536
Ieper,8900,House,house,225000,for-sale,3,143,0,0,0,0,,0,,0,333,3.0,1968.0,E,435.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/20269586
Gentbrugge,9050,House,house,375000,for-sale,3,138,1,0,0,1,20.0,1,40.0,0,115,,,B,192.0,Good,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20121808
Elsene,1050,House,apartment-block,4000000,for-sale,,1125,1,1,0,0,,0,,0,465,2.0,1925.0,E,306.0,As new,https://www.immoweb.be/en/classified/apartment-block/for-sale/elsene/1050/20231551
Brugge,8310,House,mixed-use-building,645000,for-sale,5,213,1,0,0,0,,0,,0,400,2.0,,B,184.0,Just renovated,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brugge/8310/20271180
Putte,2580,House,house,475000,for-sale,3,186,1,0,0,0,,0,,0,340,,2019.0,B,195.0,Good,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20281319
Edegem,2650,House,villa,899000,for-sale,7,370,1,0,0,1,27.0,1,360.0,0,837,4.0,1993.0,B,185.0,,https://www.immoweb.be/en/classified/villa/for-sale/edegem/2650/20279702
Kluisbergen,9690,House,house,149000,for-sale,3,135,0,0,0,0,,0,,0,386,3.0,1918.0,F,638.0,Good,https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20250526
Gentbrugge,9050,House,house,389000,for-sale,3,151,0,0,0,0,,1,142.0,0,142,,,C,214.0,Good,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20096076
Gent,9000,House,mansion,865000,for-sale,4,293,0,0,0,0,,0,,0,,,,D,350.0,Good,https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/20309747
Nieuwpoort,8620,House,villa,1595000,for-sale,4,513,1,0,0,0,,0,,0,1260,,1987.0,C,204.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/11188495
Liege-grivegnee,4030,House,house,289000,for-sale,4,158,0,0,0,1,14.0,1,207.0,0,341,3.0,1978.0,D,283.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/liege-grivegnee/4030/20213850
Hamois,5360,House,exceptional-property,529000,for-sale,7,400,1,0,0,1,50.0,1,400.0,0,1101,2.0,1800.0,C,222.0,To renovate,https://www.immoweb.be/en/classified/exceptional-property/for-sale/hamois/5360/20285879
Melle,9090,House,house,389000,for-sale,3,175,1,0,0,0,,0,,0,189,,1875.0,C,219.0,Good,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20214432
Oudenaarde,9700,House,mixed-use-building,1250000,for-sale,4,240,0,0,0,0,,0,,0,33827,4.0,1989.0,D,314.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20258662
Dendermonde,9200,House,house,649000,for-sale,5,230,0,0,0,0,,0,,0,1353,4.0,1995.0,C,204.0,Good,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20219624
Melle,9090,House,house,389000,for-sale,3,151,0,0,0,1,18.0,1,142.0,0,142,,,C,214.0,Good,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20206947
Uccle,1180,House,villa,1599000,for-sale,4,300,0,0,0,0,,1,1200.0,0,1500,4.0,1956.0,G,361.0,To be done up,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/11341646
Antwerpen,2000,House,apartment-block,1075000,for-sale,4,306,1,0,0,1,8.0,0,,0,107,,1990.0,B,161.0,Just renovated,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen-2000/2000/20285485
Lievegem,9950,House,house,393000,for-sale,3,188,1,0,0,0,,1,93.0,0,336,3.0,2015.0,B,101.0,Good,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9950/20281515
Nieuwpoort,8620,House,villa,1595000,for-sale,4,513,1,0,0,0,,0,,0,1260,,1987.0,C,204.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/20060907
Seraing,4100,House,house,149900,for-sale,3,92,1,0,0,1,10.0,1,100.0,0,250,3.0,1950.0,E,342.0,Good,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20181204
Wommelgem,2160,Apartment,apartment,219000,for-sale,1,53,1,0,0,1,2.0,0,,0,,2.0,2025.0,,,,https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20303554
Brakel,9660,House,mixed-use-building,325000,for-sale,4,195,0,0,0,0,,0,,0,733,4.0,,C,246.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brakel/9660/20264723
Knokke-zoute,8300,House,house,6495000,for-sale,5,535,1,0,0,0,,0,,1,1106,4.0,2008.0,B,125.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/20258429
Ixelles,1050,House,house,1690000,for-sale,5,492,0,0,0,1,60.0,0,,0,200,,,C,148.0,As new,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20009697
Hasselt,3500,House,mixed-use-building,750000,for-sale,10,420,0,0,0,0,,0,,0,5324,4.0,2001.0,C,265.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/hasselt/3500/20255258
Wommelgem,2160,Apartment,apartment,289000,for-sale,2,76,1,0,0,1,4.0,0,,0,,2.0,2025.0,,,,https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20303556
Assenede,9960,House,house,370000,for-sale,3,158,1,0,0,0,,0,,0,223,,2009.0,A,69.0,Good,https://www.immoweb.be/en/classified/house/for-sale/assenede/9960/20264734
Maldegem,9990,House,house,389000,for-sale,4,173,0,0,0,1,20.0,0,,0,253,,2017.0,A,,Good,https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20187168
Liege,4000,House,house,535000,for-sale,3,210,1,0,1,1,14.0,1,900.0,0,1115,4.0,1964.0,D,279.0,Good,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20017318
Lasne-ohain,1380,House,house,1695000,for-sale,3,241,1,0,0,1,60.0,0,,0,4000,4.0,2016.0,A,82.0,As new,https://www.immoweb.be/en/classified/house/for-sale/lasne-ohain/1380/20251983
Forest,1190,Apartment,duplex,300000,for-sale,3,150,0,0,0,1,32.0,0,,0,,2.0,1926.0,G,669.0,To renovate,https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20302506
Merelbeke,9820,House,house,448000,for-sale,3,138,1,0,0,1,50.0,1,762.0,0,807,3.0,1890.0,C,297.0,Good,https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20193851
Arlon,6700,House,house,390000,for-sale,3,134,1,0,0,1,15.0,1,555.0,0,1108,4.0,1975.0,D,338.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20174023
Embourg,4053,House,house,535000,for-sale,3,210,1,0,1,1,14.0,1,900.0,0,1115,4.0,1964.0,D,279.0,Good,https://www.immoweb.be/en/classified/house/for-sale/embourg/4053/20015648
Temse,9140,House,house,675000,for-sale,4,243,0,0,0,0,,0,,0,581,4.0,2003.0,C,,As new,https://www.immoweb.be/en/classified/house/for-sale/temse/9140/20268961
Lasne,1380,House,house,1950000,for-sale,4,522,1,0,0,0,,0,,0,1710,4.0,1912.0,C,237.0,As new,https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/20260813
Bambrugge,9420,House,house,745000,for-sale,6,535,0,0,1,1,125.0,1,2270.0,0,3648,4.0,,D,305.0,Good,https://www.immoweb.be/en/classified/house/for-sale/bambrugge/9420/20273820
Wommelgem,2160,Apartment,apartment,329000,for-sale,3,83,1,0,0,1,9.0,0,,0,,2.0,2025.0,,,,https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20303555
Hove,2540,House,house,920000,for-sale,4,232,0,0,0,0,,0,,0,1436,,1920.0,E,436.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/hove/2540/20296803
Liege,4000,House,house,545000,for-sale,7,352,1,0,1,1,28.0,1,120.0,0,275,2.0,1900.0,E,398.0,Good,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11464482
Sint-martens-bodegem,1700,House,mixed-use-building,399000,for-sale,4,104,1,0,0,0,,0,,0,676,,1972.0,E,436.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/sint-martens-bodegem/1700/20068833
Jodoigne,1370,Apartment,apartment,125000,for-sale,1,60,0,0,0,1,15.0,0,,0,,2.0,,G,684.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/jodoigne/1370/20307314
Liege,4000,House,villa,595000,for-sale,7,455,1,0,1,1,28.0,1,3100.0,0,3333,4.0,1963.0,E,407.0,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/liege/4000/20148041
Buggenhout,9255,House,house,650000,for-sale,4,250,1,0,0,0,,0,,0,368,3.0,2012.0,A,74.0,As new,https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/20272131
Ninove-okegem,9400,House,mansion,670000,for-sale,3,340,1,0,0,1,35.0,1,1860.0,0,2200,4.0,,D,393.0,As new,https://www.immoweb.be/en/classified/mansion/for-sale/ninove-okegem/9400/20258257
Hamme,9220,House,mixed-use-building,650000,for-sale,4,318,0,0,0,0,,0,,0,2391,4.0,1989.0,D,354.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/hamme/9220/20286402
Nassogne,6950,House,exceptional-property,1950000,for-sale,25,1500,1,0,0,0,,0,,0,4440,4.0,,,,Good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/nassogne/6950/20115216
Etterbeek,1040,Apartment,apartment,350000,for-sale,2,85,1,0,0,1,4.0,0,,0,,4.0,1970.0,E,271.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20303480
Etterbeek,1040,House,mansion,1450000,for-sale,15,695,0,0,0,1,24.0,0,,0,,3.0,1914.0,D,,To be done up,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/20310721
Schaerbeek,1030,House,apartment-block,549000,for-sale,8,350,0,0,0,0,,1,30.0,0,30,3.0,1889.0,G,375.0,To be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20236656
Argenteau,4601,House,house,399000,for-sale,3,177,0,0,1,1,35.0,0,,0,864,4.0,1994.0,C,244.0,As new,https://www.immoweb.be/en/classified/house/for-sale/argenteau/4601/20210375
Woluwe-saint-lambert,1200,House,town-house,750000,for-sale,5,255,0,0,1,0,,1,66.0,0,140,2.0,1991.0,D,172.0,As new,https://www.immoweb.be/en/classified/town-house/for-sale/woluwe-saint-lambert/1200/20184214
Woluwe-saint-pierre,1150,House,house,1985000,for-sale,5,440,0,0,0,0,,0,,0,1200,4.0,1903.0,G,,To renovate,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20006898
Lokeren,9160,House,house,629000,for-sale,3,352,0,0,0,0,,0,,0,748,3.0,1988.0,B,136.0,As new,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20298977
Zeveneken,9080,Apartment,apartment,394308,for-sale,2,110,1,0,0,1,21.0,0,,0,,,2024.0,,,As new,https://www.immoweb.be/en/classified/apartment/for-sale/zeveneken/9080/20302598
Kortrijk,8500,Apartment,flat-studio,168000,for-sale,1,45,0,0,0,0,,0,,0,,2.0,1979.0,C,245.0,To be done up,https://www.immoweb.be/en/classified/flat-studio/for-sale/kortrijk/8500/20244526
Schaerbeek,1030,House,house,549000,for-sale,8,350,0,0,0,0,,1,30.0,0,30,3.0,1889.0,G,375.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20236657
Stabroek,2940,House,apartment-block,785000,for-sale,6,251,0,0,0,0,,0,,0,232,2.0,1993.0,A,97.0,As new,https://www.immoweb.be/en/classified/apartment-block/for-sale/stabroek/2940/20275755
Tielt,8700,House,house,179000,for-sale,2,109,1,0,0,1,15.0,0,,0,71,,1934.0,D,313.0,Good,https://www.immoweb.be/en/classified/house/for-sale/tielt-8700/8700/20250923
Uccle,1180,House,villa,5500000,for-sale,6,1173,1,0,0,0,,1,5000.0,1,5705,4.0,1975.0,E,267.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10372189
Fleurus,6220,Apartment,apartment,155000,for-sale,1,58,1,0,0,0,,0,,0,,3.0,2018.0,E,401.0,,https://www.immoweb.be/en/classified/apartment/for-sale/fleurus/6220/20305997
Aubange,6790,House,house,399000,for-sale,3,150,1,0,0,1,20.0,0,,0,321,3.0,2020.0,B,101.0,As new,https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20196773
Ixelles,1050,Apartment,apartment,445000,for-sale,1,92,1,0,0,1,80.0,0,,0,,2.0,1989.0,F,292.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20302135
Bruxelles,1000,House,house,1995000,for-sale,5,550,1,0,0,1,15.0,0,,0,,2.0,,,,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10269586
Gent,9052,House,villa,925000,for-sale,3,314,1,0,1,1,25.0,1,1.0,0,810,4.0,1990.0,B,186.0,Just renovated,https://www.immoweb.be/en/classified/villa/for-sale/gent/9052/20311416
Embourg,4053,House,house,400000,for-sale,3,144,1,0,0,0,,0,,0,998,4.0,1970.0,E,368.0,To restore,https://www.immoweb.be/en/classified/house/for-sale/embourg/4053/20136551
Verviers,4800,House,villa,565000,for-sale,5,286,1,0,0,1,50.0,1,2000.0,0,2802,4.0,1995.0,D,314.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/verviers/4800/11475698
Schoten,2900,House,villa,2150000,for-sale,3,450,0,0,0,0,,0,,0,2034,4.0,2018.0,,,As new,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/20091325
Lasne,1380,House,house,2750000,for-sale,7,450,1,0,0,0,,1,33000.0,1,30050,4.0,1960.0,E,407.0,As new,https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/11069181
Vise,4600,House,bungalow,220000,for-sale,3,100,1,0,0,1,15.0,1,278.0,0,425,4.0,,F,504.0,To be done up,https://www.immoweb.be/en/classified/bungalow/for-sale/vise/4600/20292111
Ganshoren,1083,House,town-house,419000,for-sale,3,145,1,0,0,0,,1,100.0,0,272,3.0,1964.0,G,499.0,Good,https://www.immoweb.be/en/classified/town-house/for-sale/ganshoren/1083/11176022
Bruxelles,1030,House,mixed-use-building,3300000,for-sale,1,785,1,0,0,1,120.0,1,50.0,0,372,2.0,1935.0,F,319.0,As new,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1030/20082728
Tienen,3300,Apartment,duplex,599000,for-sale,4,300,1,0,0,1,11.0,0,,0,,2.0,1992.0,C,265.0,Good,https://www.immoweb.be/en/classified/duplex/for-sale/tienen/3300/20161619
Heist-op-den-berg,2220,House,house,238000,for-sale,3,140,1,0,0,0,,0,,0,321,,,F,1001.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/20292061
Deinze,9800,Apartment,apartment,217500,for-sale,2,90,1,0,0,0,,0,,0,,2.0,1976.0,A,92.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20308487
Gavere,9890,House,house,419000,for-sale,3,165,0,0,0,0,,0,,0,1821,,1971.0,F,825.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/gavere/9890/11424346
Etterbeek,1040,House,apartment-block,950000,for-sale,5,293,0,0,0,0,,0,,0,200,2.0,1918.0,F,343.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/20263134
Knokke,8300,House,villa,1700000,for-sale,4,241,0,0,0,0,,0,,0,813,4.0,2022.0,B,112.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/20260540
Landen,3400,House,villa,695000,for-sale,4,210,1,0,0,1,50.0,0,,0,6120,4.0,2002.0,C,228.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/landen/3400/20256321
Melle,9090,House,house,369000,for-sale,3,145,1,0,0,0,,0,,0,516,,1961.0,F,649.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20309337
Heusden,9070,House,house,410000,for-sale,3,142,0,0,0,0,,0,,0,755,,1987.0,D,389.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/heusden/9070/20179048
Tremelo,3120,House,house,798000,for-sale,6,362,0,0,0,0,,0,,0,1228,4.0,2008.0,B,174.0,Good,https://www.immoweb.be/en/classified/house/for-sale/tremelo/3120/20169710
Antwerpen,2018,Apartment,apartment,575000,for-sale,4,209,1,0,0,1,3.0,1,969.0,0,,2.0,1928.0,C,227.0,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/11491337
